TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,10.922,277.347
12:02AM,0,9.519,231.181
12:03AM,0,8.772,277.944
12:04AM,0,9.234,233.856
12:05AM,0,11.502,227.164
12:06AM,0,9.792,229.22
12:07AM,0,8.827,252.11
12:08AM,0,8.862,242.735
12:09AM,0,11.73,250.219
12:10AM,0,9.171,258.297
12:11AM,0,9.579,274.47
12:12AM,0,10.045,276.422
12:13AM,0,9.495,210.13
12:14AM,0,9.157,244.259
12:15AM,0,9.543,288.635
12:16AM,0,8.718,277.218
12:17AM,0,9.243,270.877
12:18AM,0,11.721,205.87
12:19AM,0,9.04,243.205
12:20AM,0,10.855,238.746
12:21AM,0,11.201,281.866
12:22AM,0,10.395,283.424
12:23AM,0,10.815,229.03
12:24AM,0,8.829,201.618
12:25AM,0,12.049,284.083
12:26AM,0,11.055,275.81
12:27AM,0,8.093,266.552
12:28AM,0,9.513,290.244
12:29AM,0,9.091,240.965
12:30AM,0,10.877,218.691
12:31AM,0,10.618,259.521
12:32AM,0,9.807,241.431
12:33AM,0,8.26,270.616
12:34AM,0,11.591,239.467
12:35AM,0,9.78,202.75
12:36AM,0,10.744,281.148
12:37AM,0,8.283,241.345
12:38AM,0,11.521,258.786
12:39AM,0,8.396,234.471
12:40AM,0,9.241,224.765
12:41AM,0,11.253,290.35
12:42AM,0,8.423,248.486
12:43AM,0,9.813,248.854
12:44AM,0,9.64,261.931
12:45AM,0,9.602,207.592
12:46AM,0,8.686,285.57
12:47AM,0,8.424,249.643
12:48AM,0,9.842,252.698
12:49AM,0,10.523,270.069
12:50AM,0,11.77,225.543
12:51AM,0,10.652,261.733
12:52AM,0,10.366,292.202
12:53AM,0,9.451,221.624
12:54AM,0,9.148,212.552
12:55AM,0,10.939,257.54
12:56AM,0,10.423,235.041
12:57AM,0,9.681,283.984
12:58AM,0,8.16,217.327
12:59AM,0,11.402,231.548
1:00AM,0,9.47,242.89
1:01AM,0,9.685,247.402
1:02AM,0,9.568,270.722
1:03AM,0,10.416,276.713
1:04AM,0,11.315,275.359
1:05AM,0,9.552,275.788
1:06AM,0,9.087,267.55
1:07AM,0,12.038,199.852
1:08AM,0,10.041,247.127
1:09AM,0,10.482,260.654
1:10AM,0,11.033,270.119
1:11AM,0,8.442,199.696
1:12AM,0,11.131,284.685
1:13AM,0,8.468,233.992
1:14AM,0,11.241,199.519
1:15AM,0,9.648,258.06
1:16AM,0,11.324,259.131
1:17AM,0,9.531,254.127
1:18AM,0,9.797,230.713
1:19AM,0,9.724,284.349
1:20AM,0,11.321,269.927
1:21AM,0,10.166,277.397
1:22AM,0,10.027,264.118
1:23AM,0,11.495,254.232
1:24AM,0,10.931,209.6
1:25AM,0,8.371,214.347
1:26AM,0,11.187,204.734
1:27AM,0,9.285,271.303
1:28AM,0,8.251,231.71
1:29AM,0,11.987,259.892
1:30AM,0,9.388,229.338
1:31AM,0,10.595,221.062
1:32AM,0,11.062,218.448
1:33AM,0,10.012,281
1:34AM,0,9.247,286.987
1:35AM,0,9.96,255.822
1:36AM,0,9.107,227.333
1:37AM,0,9.7,254.336
1:38AM,0,8.452,244.309
1:39AM,0,8.362,241.384
1:40AM,0,11.54,244.374
1:41AM,0,8.308,246.185
1:42AM,0,11.522,203.37
1:43AM,0,10.785,227.083
1:44AM,0,11.117,223.566
1:45AM,0,11.709,196.114
1:46AM,0,11.721,251.109
1:47AM,0,10.703,264.409
1:48AM,0,9.942,283.869
1:49AM,0,8.659,247.39
1:50AM,0,10.404,260.843
1:51AM,0,10.768,252.549
1:52AM,0,11.412,215.924
1:53AM,0,11.037,251.788
1:54AM,0,10.158,250.214
1:55AM,0,8.757,256.605
1:56AM,0,10.29,210.458
1:57AM,0,8.529,208.115
1:58AM,0,10.813,215.783
1:59AM,0,10.777,252.525
2:00AM,0,10.007,265.757
2:01AM,0,8.439,205.072
2:02AM,0,8.688,204.154
2:03AM,0,11.265,203.038
2:04AM,0,9.605,212.206
2:05AM,0,8.722,209.31
2:06AM,0,9.188,225.144
2:07AM,0,9.572,253.426
2:08AM,0,8.937,242.191
2:09AM,0,11.311,292.643
2:10AM,0,10.179,211.53
2:11AM,0,11.072,221.303
2:12AM,0,11.853,238.342
2:13AM,0,9.316,197.545
2:14AM,0,10.348,269.654
2:15AM,0,10.708,267.153
2:16AM,0,11.538,247.557
2:17AM,0,10.518,235.427
2:18AM,0,9.27,206.884
2:19AM,0,8.6,281.744
2:20AM,0,8.375,229.273
2:21AM,0,9.136,223.013
2:22AM,0,8.568,257.827
2:23AM,0,8.424,216.613
2:24AM,0,10.507,291.054
2:25AM,0,10.718,274.906
2:26AM,0,9.08,250.218
2:27AM,0,10.168,288.402
2:28AM,0,9.03,285.636
2:29AM,0,9.19,240.503
2:30AM,0,10.782,276.401
2:31AM,0,11.198,219.129
2:32AM,0,9.657,223.835
2:33AM,0,8.498,248.303
2:34AM,0,8.03,272.195
2:35AM,0,9.292,291.715
2:36AM,0,7.865,255.267
2:37AM,0,9.018,281.607
2:38AM,0,11.281,248.252
2:39AM,0,10.344,198.215
2:40AM,0,8.452,277.229
2:41AM,0,10.83,235.743
2:42AM,0,8.404,276.842
2:43AM,0,10.2,223.882
2:44AM,0,9.23,208.292
2:45AM,0,10.374,247.497
2:46AM,0,8.398,286.556
2:47AM,0,9.115,227.837
2:48AM,0,11.15,236.638
2:49AM,0,8.774,289.851
2:50AM,0,8.957,273.955
2:51AM,0,8.309,196.623
2:52AM,0,11.461,223.394
2:53AM,0,11.488,217.707
2:54AM,0,10.599,235.068
2:55AM,0,10.926,288.105
2:56AM,0,9.031,218.225
2:57AM,0,8.744,244.161
2:58AM,0,9.504,276.854
2:59AM,0,9.121,285.41
3:00AM,0,9.573,284.167
3:01AM,0,7.948,227.013
3:02AM,0,8.849,218.892
3:03AM,0,9.071,266.364
3:04AM,0,10.967,216.486
3:05AM,0,10.929,257.007
3:06AM,0,9.924,201.562
3:07AM,0,8.619,287.286
3:08AM,0,10.583,201.159
3:09AM,0,8.506,263.685
3:10AM,0,8.641,253.97
3:11AM,0,9.315,243.511
3:12AM,0,8.947,261.848
3:13AM,0,11.095,247.533
3:14AM,0,10.306,292.62
3:15AM,0,10.796,238.238
3:16AM,0,9.349,258.207
3:17AM,0,10.082,273.72
3:18AM,0,9.854,219.721
3:19AM,0,8.346,227.977
3:20AM,0,8.537,204.472
3:21AM,0,11.517,206.55
3:22AM,0,11.299,237.064
3:23AM,0,9.35,245.012
3:24AM,0,11.134,264.435
3:25AM,0,10.84,251.215
3:26AM,0,8.731,287.967
3:27AM,0,7.931,272.271
3:28AM,0,11.645,257.33
3:29AM,0,9.819,279.844
3:30AM,0,9.211,210.525
3:31AM,0,11.072,259.44
3:32AM,0,8.51,263.098
3:33AM,0,9.34,280.806
3:34AM,0,10.041,293.369
3:35AM,0,8.875,267.275
3:36AM,0,9.1,268.902
3:37AM,0,7.895,283.902
3:38AM,0,10.328,210.804
3:39AM,0,9.641,290.329
3:40AM,0,9.019,232.611
3:41AM,0,9.617,199.083
3:42AM,0,10.076,197.226
3:43AM,0,8.087,253.756
3:44AM,0,8.013,278.322
3:45AM,0,10.125,240.779
3:46AM,0,11.36,265.019
3:47AM,0,10.506,212.524
3:48AM,0,9.976,227.427
3:49AM,0,11.509,213.565
3:50AM,0,8.305,263.371
3:51AM,0,9.32,201.539
3:52AM,0,9.517,203.951
3:53AM,0,10.782,261.18
3:54AM,0,7.934,220.294
3:55AM,0,10.845,289.959
3:56AM,0,8.956,198.309
3:57AM,0,9.765,248.351
3:58AM,0,9.999,255.451
3:59AM,0,9.485,283.601
4:00AM,0,8.149,255.683
4:01AM,0,9.898,286.187
4:02AM,0,8.362,258.9
4:03AM,0,10.008,209.652
4:04AM,0,10.947,208.884
4:05AM,0,8.476,258.929
4:06AM,0,11.486,270.043
4:07AM,0,8.516,258.651
4:08AM,0,10.884,255.214
4:09AM,0,9.555,274.832
4:10AM,0,8.876,195.448
4:11AM,0,8.738,260.457
4:12AM,0,11.186,242.347
4:13AM,0,8.726,256.752
4:14AM,0,8.81,265.354
4:15AM,0,8.976,261.763
4:16AM,0,8.583,232.367
4:17AM,0,8.78,241.278
4:18AM,0,9.074,282.188
4:19AM,0,10.4,266.679
4:20AM,0,10.632,261.501
4:21AM,0,9.005,222.632
4:22AM,0,8.463,249.871
4:23AM,0,7.689,223.565
4:24AM,0,10.042,263.711
4:25AM,0,7.927,284.473
4:26AM,0,8.758,242.185
4:27AM,0,10.555,217.756
4:28AM,0,9.595,194.61
4:29AM,0,7.898,282.174
4:30AM,0,8.01,213.879
4:31AM,0,11.534,241.057
4:32AM,0,9.49,284.336
4:33AM,0,10.54,205.23
4:34AM,0,11.324,215.731
4:35AM,0,10.694,259.906
4:36AM,0,11.42,222.381
4:37AM,0,7.765,234.059
4:38AM,0,9.099,198.229
4:39AM,0,9.222,277.921
4:40AM,0,9.973,210.034
4:41AM,0,10.251,285.703
4:42AM,0,9.2,255.677
4:43AM,0,8.318,253.253
4:44AM,0,9.47,247.907
4:45AM,0,10.65,272.015
4:46AM,0,8.815,262.469
4:47AM,0,10.349,198.774
4:48AM,0,10.511,196.414
4:49AM,0,9.396,251.981
4:50AM,0,9.384,199.239
4:51AM,0,8.074,203.927
4:52AM,0,9.247,216.95
4:53AM,0,11.246,229.318
4:54AM,0,9.559,272.298
4:55AM,0,11.215,247.584
4:56AM,0,10.799,251.337
4:57AM,0,9.135,200.359
4:58AM,0,11.124,278.932
4:59AM,0,7.705,282.035
5:00AM,0,8.665,284.282
5:01AM,0,10.442,261.263
5:02AM,0,10.95,227.517
5:03AM,0,8.997,227.369
5:04AM,0,10.303,228.108
5:05AM,0,8.427,214.223
5:06AM,0,10.806,272.501
5:07AM,0,10.817,254.39
5:08AM,0,8.107,200.448
5:09AM,0,10.723,212.362
5:10AM,0,10.445,233.877
