TimeOfDay,Power_Consumed,Luminous_Efficacy
12:00AM,31.83,85.126
12:01AM,35.362,77.776
12:02AM,29.397,66.69
12:03AM,26.698,80.808
12:04AM,32.346,70.784
12:05AM,37.804,78.364
12:06AM,44.368,88.49
12:07AM,40.355,70.738
12:08AM,37.918,95.223
12:09AM,34.507,88.046
12:10AM,42.182,73.998
12:11AM,35.374,71.054
12:12AM,40.908,71.363
12:13AM,39.239,95.552
12:14AM,38.245,80.677
12:15AM,40.053,93.531
12:16AM,34.06,90.046
12:17AM,46.243,78.554
12:18AM,45.051,64.201
12:19AM,33.687,54.433
12:20AM,38.532,76.94
12:21AM,30.876,67.062
12:22AM,137.15,91.733
12:23AM,30.007,68.291
12:24AM,39.174,70.106
12:25AM,30.64,63.362
12:26AM,36.264,81.666
12:27AM,41.567,74.399
12:28AM,37.778,68.409
12:29AM,34.721,56.167
12:30AM,28.569,90.861
12:31AM,163.631,83.255
12:32AM,37.745,91.879
12:33AM,38.74,58.818
12:34AM,45.272,80.983
12:35AM,44.743,68.245
12:36AM,40.64,48.617
12:37AM,44.934,60.205
12:38AM,32.515,68.997
12:39AM,34.832,77.06
12:40AM,33.229,53.376
12:41AM,43.107,85.974
12:42AM,33.981,69.435
12:43AM,27.976,98.94
12:44AM,38.485,71.727
12:45AM,29.441,66.788
12:46AM,250.914,55.897
12:47AM,28.599,54.811
12:48AM,28.221,73.031
12:49AM,38.434,60.215
12:50AM,28.289,67.444
12:51AM,32.165,51.555
12:52AM,25.995,82.877
12:53AM,32.695,72.531
12:54AM,32.719,81.664
12:55AM,32.883,96.357
12:56AM,33.645,80.203
12:57AM,40.187,70.914
12:58AM,35.753,99.621
12:59AM,58.969,60.674
1:00AM,37.833,89.969
1:01AM,29.472,59.065
1:02AM,32.657,80.582
1:03AM,36.053,79.897
1:04AM,38.665,66.306
1:05AM,39.062,66.406
1:06AM,36.973,104.847
1:07AM,34.341,54.377
1:08AM,33.246,96.658
1:09AM,32.386,54.021
1:10AM,36.396,74.081
1:11AM,29.813,53.637
1:12AM,26.657,79.53
1:13AM,36.919,65.516
1:14AM,28.769,55.916
1:15AM,32.548,74.241
1:16AM,36.321,102.922
1:17AM,32.818,78.82
1:18AM,38.092,55.061
1:19AM,37.973,75.49
1:20AM,38.222,59.852
1:21AM,36.957,87.726
1:22AM,40.024,62.573
1:23AM,28.525,81.941
1:24AM,41.562,75.408
1:25AM,34.541,81.567
1:26AM,32.578,89.671
1:27AM,31.728,52.408
1:28AM,32.816,85.361
1:29AM,31.609,99.105
1:30AM,34.461,58.627
1:31AM,26.317,71.837
1:32AM,28.883,65.04
1:33AM,32.867,90.859
1:34AM,30.849,57.092
1:35AM,29.658,86.372
1:36AM,27.306,76.844
1:37AM,30.219,66.204
1:38AM,38.197,88.637
1:39AM,28.363,92.837
1:40AM,29.737,77.974
1:41AM,32.943,73.321
1:42AM,35.502,82.722
1:43AM,28.259,59.403
1:44AM,36.476,60.381
1:45AM,30.088,85.284
1:46AM,37.963,76.976
1:47AM,40.182,79.261
1:48AM,40.853,70.274
1:49AM,35.578,79.278
1:50AM,35.318,74.855
1:51AM,29.179,72.064
1:52AM,33.644,99.039
1:53AM,36.494,70.572
1:54AM,32.275,87.312
1:55AM,28.211,100.123
1:56AM,35.765,69.102
1:57AM,34.137,75.577
1:58AM,32.266,89.9
1:59AM,37.776,85.409
2:00AM,31.734,86.722
2:01AM,29.639,104.934
2:02AM,468.223,76.571
2:03AM,517.438,58.642
2:04AM,3912.399,94.139
2:05AM,380.553,92.385
2:06AM,40.031,71.302
2:07AM,32.249,73.69
2:08AM,29.18,92.541
2:09AM,27.392,81.055
2:10AM,28.381,77.679
2:11AM,34.284,51.384
2:12AM,30.456,57.274
2:13AM,29.397,57.951
2:14AM,29.33,74.384
2:15AM,30.201,62.448
2:16AM,28.418,68.867
2:17AM,37.917,89.615
2:18AM,35.746,58.903
2:19AM,34.345,63.844
2:20AM,27.496,68.878
2:21AM,28.079,82.588
2:22AM,34.465,57.135
2:23AM,35.467,76.769
2:24AM,36.035,60.004
2:25AM,25.607,66.506
2:26AM,32.399,54.483
2:27AM,28.812,98.04
2:28AM,36.114,57.554
2:29AM,32.288,76.348
2:30AM,26.648,71.305
2:31AM,27.19,74.877
2:32AM,31.166,63.929
2:33AM,36.968,94.224
2:34AM,39.819,72.54
2:35AM,31.512,65.443
2:36AM,39.544,60.268
2:37AM,33.649,75.716
2:38AM,32.601,82.818
2:39AM,30.382,64.428
2:40AM,32.544,77.774
2:41AM,30.359,88.059
2:42AM,30.16,88.844
2:43AM,31.852,96.5
2:44AM,33.605,67.602
2:45AM,37.223,72.5
2:46AM,30.999,66.969
2:47AM,35.779,86.324
2:48AM,27.055,73.237
2:49AM,29.809,60.865
2:50AM,29.952,74.995
2:51AM,35.935,75.64
2:52AM,25.267,91.003
2:53AM,33.765,89.037
2:54AM,32.857,89.256
2:55AM,29.896,73.066
2:56AM,38.936,73.739
2:57AM,29.948,102.542
2:58AM,26.858,57.214
2:59AM,27.075,102.877
3:00AM,40.298,87.372
3:01AM,29.378,97.38
3:02AM,33.538,84.361
3:03AM,34.485,70.665
3:04AM,27.675,94.879
3:05AM,32.693,86.107
3:06AM,29.341,73.875
3:07AM,31.678,81.874
3:08AM,28.227,90.966
3:09AM,32.627,75.984
3:10AM,33.978,101.39
3:11AM,28.126,73.149
3:12AM,34.825,89.241
3:13AM,32.748,87.876
3:14AM,35.462,90.309
3:15AM,93.733,101.363
3:16AM,33.925,69.784
3:17AM,147.648,90.456
3:18AM,34.666,71.937
3:19AM,38.503,64.128
3:20AM,31.604,75.22
3:21AM,33.804,80.062
3:22AM,39.243,74.827
3:23AM,38.432,102.225
3:24AM,28.066,80.449
3:25AM,35.164,67.6
3:26AM,36.369,81.159
3:27AM,28.244,53.413
3:28AM,34.483,96.727
