TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,12.217,263.734
12:02AM,0,8.288,200.64
12:03AM,0,9.033,244.413
12:04AM,0,10.182,214.173
12:05AM,0,10.986,282.568
12:06AM,0,11.066,220.369
12:07AM,0,10.837,288.168
12:08AM,0,10.813,206.518
12:09AM,0,8.908,261.385
12:10AM,0,9.439,255.849
12:11AM,0,8.289,263.197
12:12AM,0,8.677,198.565
12:13AM,0,9.706,247.944
12:14AM,0,8.944,233.362
12:15AM,0,11.74,243.91
12:16AM,0,8.211,290.888
12:17AM,0,11.481,214.698
12:18AM,0,9.15,253.387
12:19AM,0,9.542,227.598
12:20AM,0,9.346,276.598
12:21AM,0,11.538,281.683
12:22AM,0,11.755,239.539
12:23AM,0,12.004,249.309
12:24AM,0,10.709,226.958
12:25AM,0,10.784,239.794
12:26AM,0,9.729,269.948
12:27AM,0,10.809,211.327
12:28AM,0,8.498,243.256
12:29AM,0,11.861,271.526
12:30AM,0,11.762,271.449
12:31AM,0,8.407,203.235
12:32AM,0,11.339,228.253
12:33AM,0,8.154,290.441
12:34AM,0,10.464,198.727
12:35AM,0,10.617,210.951
12:36AM,0,9.188,250.313
12:37AM,0,10.812,285.268
12:38AM,0,12.087,254.674
12:39AM,0,10.778,266.997
12:40AM,0,9.743,287.993
12:41AM,0,9.37,200.349
12:42AM,0,8.449,249.621
12:43AM,0,7.952,278.804
12:44AM,0,8.038,232.532
12:45AM,0,9.993,202.866
12:46AM,0,8.849,240.972
12:47AM,0,9.973,256.897
12:48AM,0,11.614,211.753
12:49AM,0,8.395,203.16
12:50AM,0,7.969,204.133
12:51AM,0,8.311,246.695
12:52AM,0,9.399,214.368
12:53AM,0,10.501,241.155
12:54AM,0,10.424,220.92
12:55AM,0,8.025,262.296
12:56AM,0,11.073,238.957
12:57AM,0,10.1,240.778
12:58AM,0,8.354,289.231
12:59AM,0,9.82,238.338
1:00AM,0,11.798,198.474
1:01AM,0,11.2,197.068
1:02AM,0,10.174,288.554
1:03AM,0,11.149,212.6
1:04AM,0,8.669,253.484
1:05AM,0,11.007,282.651
1:06AM,0,10.119,285.724
1:07AM,0,9.36,228.961
1:08AM,0,11.89,240.725
1:09AM,0,9.424,198.193
1:10AM,0,10.952,285.013
1:11AM,0,8.484,267.063
1:12AM,0,8.601,279.526
1:13AM,0,11.894,245.159
1:14AM,0,10.842,197.755
1:15AM,0,10.683,234.682
1:16AM,0,9.115,228.708
1:17AM,0,11.898,288.093
1:18AM,0,9.656,254.021
1:19AM,0,11.445,276.285
1:20AM,0,8.541,212.704
1:21AM,0,9.136,199.602
1:22AM,0,8.501,199.295
1:23AM,0,10.243,252.912
1:24AM,0,8.482,249.238
1:25AM,0,11.028,256.901
1:26AM,0,9.492,224.385
