TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,9.001,233.586
12:02AM,0,8.581,271.085
12:03AM,0,10.683,277.197
12:04AM,0,11.704,221.172
12:05AM,0,11.992,281.842
12:06AM,0,8.476,277.723
12:07AM,0,10.674,237.29
12:08AM,0,8.372,199.77
12:09AM,0,10.975,205.405
12:10AM,0,12.13,263.745
12:11AM,0,9.957,288.253
12:12AM,0,9.211,285.844
12:13AM,0,12.207,212.89
12:14AM,0,10.643,260.14
12:15AM,0,8.399,283.596
12:16AM,0,10.786,278.877
12:17AM,0,10.997,242.655
12:18AM,0,10.161,226.546
12:19AM,0,11.067,209.165
12:20AM,0,11.452,234.373
12:21AM,0,10.33,256.929
12:22AM,0,9.905,236.062
12:23AM,0,11.056,260.54
12:24AM,0,9.474,202.854
12:25AM,0,12.006,195.379
12:26AM,0,9.071,291.435
12:27AM,0,8.655,199.183
12:28AM,0,9.755,221.666
12:29AM,0,11.259,287.195
12:30AM,0,9.075,247.798
12:31AM,0,10.268,212.663
12:32AM,0,8.536,200.463
12:33AM,0,10.824,255.06
12:34AM,0,11.086,282.981
12:35AM,0,10.181,229.046
12:36AM,0,9.981,245.003
12:37AM,0,9.242,240.158
12:38AM,0,9.01,259.481
12:39AM,0,9.759,207.715
12:40AM,0,11.555,258.135
12:41AM,0,10.467,242.259
12:42AM,0,8.484,272.453
12:43AM,0,11.361,278.433
12:44AM,0,10.678,249.688
12:45AM,0,10.298,233.283
12:46AM,0,8.024,281.75
12:47AM,0,10.988,223.118
12:48AM,0,9.072,283.001
12:49AM,0,10.359,224.855
12:50AM,0,9.498,258.931
12:51AM,0,10.542,266.037
12:52AM,0,7.979,202.1
12:53AM,0,8.134,229.79
12:54AM,0,9.95,252.921
12:55AM,0,9.415,255.368
12:56AM,0,11.093,254.608
12:57AM,0,8.834,236.178
12:58AM,0,9.867,211.551
12:59AM,0,8.174,231.089
1:00AM,0,8.316,248.46
1:01AM,0,9.615,244.341
1:02AM,0,8.175,201.581
1:03AM,0,9.7,255.243
1:04AM,0,10.989,291.443
1:05AM,0,9.554,221.772
1:06AM,0,11.195,286.047
1:07AM,0,8.795,277.094
1:08AM,0,9.105,211.958
1:09AM,0,10.845,216.6
1:10AM,0,10.558,290.247
1:11AM,0,11.459,292.891
1:12AM,0,8.358,208.43
1:13AM,0,9.937,230.059
1:14AM,0,8.347,233.295
1:15AM,0,11.888,245.044
1:16AM,0,10.87,202.821
1:17AM,0,10.751,221.929
1:18AM,0,9.235,281.128
1:19AM,0,11.239,207.631
1:20AM,0,11.836,227.636
1:21AM,0,9.073,271.6
1:22AM,0,10.462,280.927
1:23AM,0,10.896,223.728
1:24AM,0,10.401,224.969
1:25AM,0,10.965,205.944
1:26AM,0,10.848,225.628
1:27AM,0,11.229,291.074
1:28AM,0,10.689,288.406
1:29AM,0,9.084,248.777
1:30AM,0,8.427,223.323
1:31AM,0,11.063,243.992
1:32AM,0,10.827,272.739
1:33AM,0,9.394,226.944
1:34AM,0,9.786,290.591
1:35AM,0,11.026,200.755
1:36AM,0,11.402,247.995
1:37AM,0,8.995,201.727
1:38AM,0,10.673,209.53
1:39AM,0,10.826,252.806
1:40AM,0,11.693,228.262
1:41AM,0,11.377,255.01
1:42AM,0,8.44,276.599
1:43AM,0,10.132,198.505
1:44AM,0,11.272,230.393
1:45AM,0,8.063,230.404
1:46AM,0,9.311,284.56
1:47AM,0,10.799,234.898
1:48AM,0,9.283,277.723
1:49AM,0,8.679,204.602
1:50AM,0,10.528,292.539
1:51AM,0,10.946,233.715
1:52AM,0,9.066,251.015
1:53AM,0,10.985,256.162
1:54AM,0,8.531,224.966
1:55AM,0,9.731,235.501
1:56AM,0,11.209,256.933
1:57AM,0,9.31,230.098
1:58AM,0,11.662,217.181
1:59AM,0,9.242,246.784
2:00AM,0,11.075,286.918
2:01AM,0,9.749,283.698
2:02AM,0,8.36,203.581
2:03AM,0,7.927,268.711
2:04AM,0,10.474,251.711
2:05AM,0,10.55,251.921
2:06AM,0,9.857,282.702
2:07AM,0,9.924,231.197
2:08AM,0,10.128,225.968
2:09AM,0,9.985,276.041
2:10AM,0,8.097,289.412
2:11AM,0,10.251,291.519
2:12AM,0,9.855,263.632
2:13AM,0,9.802,229.727
2:14AM,0,10.849,276.99
2:15AM,0,7.936,264.983
2:16AM,0,9.465,223.376
2:17AM,0,11.233,278.917
2:18AM,0,9.271,224.62
2:19AM,0,9.01,284.687
2:20AM,0,9.496,254.003
2:21AM,0,10.983,289.969
2:22AM,0,10.831,201.598
2:23AM,0,10.278,213.283
2:24AM,0,10.581,197.502
2:25AM,0,8.224,271.212
2:26AM,0,10.188,250.291
2:27AM,0,11.267,208.868
2:28AM,0,9.867,216.422
2:29AM,0,9.446,220.196
2:30AM,0,8.343,216.825
2:31AM,0,11.072,203.442
2:32AM,0,8.178,288.096
2:33AM,0,8.22,221.561
2:34AM,0,8.553,272.858
2:35AM,0,10.869,209.624
2:36AM,0,8.234,219.634
2:37AM,0,8.021,264.319
2:38AM,0,11.724,248.665
2:39AM,0,10.683,223.383
2:40AM,0,10.506,229.025
2:41AM,0,11.423,244.117
2:42AM,0,8.202,281.802
2:43AM,0,10.916,198.299
2:44AM,0,10.43,242.623
2:45AM,0,11.57,261.702
2:46AM,0,9.536,268.107
2:47AM,0,8.936,225.004
2:48AM,0,8.475,201.317
2:49AM,0,9.554,275.705
2:50AM,0,9.007,228.965
2:51AM,0,8.321,236.238
2:52AM,0,11.138,221.643
2:53AM,0,8.402,262.061
2:54AM,0,11.348,226.426
2:55AM,0,10.583,233.314
2:56AM,0,8.072,199.428
2:57AM,0,8.282,224.213
2:58AM,0,10.511,234.777
2:59AM,0,10.992,269.134
3:00AM,0,9.596,259.684
3:01AM,0,9.401,243.648
3:02AM,0,8.484,248.553
3:03AM,0,9.285,206.45
3:04AM,0,8.069,224.068
3:05AM,0,11.012,233.795
3:06AM,0,10.939,241.273
3:07AM,0,8.994,232.799
3:08AM,0,10.492,213.969
3:09AM,0,8.323,238.86
3:10AM,0,11.316,199.243
3:11AM,0,11.173,263.772
3:12AM,0,8.615,244.27
3:13AM,0,9.915,248.053
3:14AM,0,8.451,263.357
3:15AM,0,9.603,201.166
3:16AM,0,9.695,281.283
3:17AM,0,8.033,197.18
3:18AM,0,10.828,210.905
3:19AM,0,8.926,266.566
3:20AM,0,10.323,199.947
3:21AM,0,8.03,242.962
3:22AM,0,11.356,216.183
3:23AM,0,7.992,255.363
3:24AM,0,8.459,221.341
3:25AM,0,11.083,209.082
3:26AM,0,11.189,217.691
3:27AM,0,8.029,259.064
3:28AM,0,11.758,277.391
3:29AM,0,8.722,204.116
3:30AM,0,10.771,285.529
3:31AM,0,9.907,283.262
3:32AM,0,10.785,206.041
3:33AM,0,11.194,249.601
3:34AM,0,9.445,238.089
3:35AM,0,8.341,282.905
3:36AM,0,9.211,287.171
3:37AM,0,10.091,237.035
3:38AM,0,8.489,252.939
3:39AM,0,9.82,200.465
3:40AM,0,7.952,261.425
3:41AM,0,7.961,224.102
3:42AM,0,8.2,257.373
3:43AM,0,9.439,203.041
3:44AM,0,9.616,293.394
3:45AM,0,8.863,258.055
3:46AM,0,8.957,281.197
3:47AM,0,8.812,280.266
3:48AM,0,9.805,211.175
3:49AM,0,8.846,230.517
3:50AM,0,8.16,217.774
3:51AM,0,9.95,274.786
3:52AM,0,10.578,230.859
3:53AM,0,9.971,197.244
3:54AM,0,9.263,286.866
3:55AM,0,11.576,206.773
3:56AM,0,10.945,281.74
3:57AM,0,8.441,215.783
3:58AM,0,10.47,271.232
3:59AM,0,11.513,246.268
4:00AM,0,8.508,275.426
4:01AM,0,7.971,226.482
4:02AM,0,11.535,283.298
4:03AM,0,10.838,248.674
4:04AM,0,8.041,266.203
4:05AM,0,10.418,280.425
4:06AM,0,8.899,247.447
4:07AM,0,8.047,239.272
4:08AM,0,9.173,284.767
4:09AM,0,11.179,278.83
4:10AM,0,8.037,268.495
4:11AM,0,7.796,231.166
4:12AM,0,11.588,226.707
4:13AM,0,7.788,195.546
4:14AM,0,8.658,197.16
4:15AM,0,10.343,204.234
4:16AM,0,8.962,195.54
4:17AM,0,11.048,259.666
4:18AM,0,8.063,205.762
4:19AM,0,10.877,261.285
4:20AM,0,10.931,203.137
4:21AM,0,8.312,264.417
4:22AM,0,9.401,200.656
4:23AM,0,10.278,262.123
4:24AM,0,8.959,222.398
4:25AM,0,10.937,276.532
4:26AM,0,8.239,262.276
4:27AM,0,9.758,248.896
4:28AM,0,8.228,213.396
4:29AM,0,11.021,284.005
4:30AM,0,10.887,211.986
4:31AM,0,8.49,209.978
4:32AM,0,8.293,200.879
4:33AM,0,9.777,215.722
4:34AM,0,8.177,256.941
4:35AM,0,8.999,247.497
4:36AM,0,9.333,217.938
4:37AM,0,11.186,259.155
4:38AM,0,9.806,225.873
4:39AM,0,8.416,197.56
4:40AM,0,10.314,252.461
4:41AM,0,7.991,279.143
4:42AM,0,11.052,207.644
4:43AM,0,9.935,262.427
4:44AM,0,8.077,253.986
4:45AM,0,10.583,234.019
4:46AM,0,9.555,270.939
4:47AM,0,10.15,233.263
4:48AM,0,11.23,278.204
4:49AM,0,9.987,254.522
4:50AM,0,8.982,286.545
4:51AM,0,10.449,273.092
4:52AM,0,10.896,195.541
4:53AM,0,10.522,236.222
4:54AM,0,8.503,274.938
4:55AM,0,9.401,273.445
4:56AM,0,9.442,271.077
4:57AM,0,9.819,257.923
4:58AM,0,10.809,195.689
4:59AM,0,9.249,205.778
5:00AM,0,11.274,219.269
5:01AM,0,8.565,215.888
5:02AM,0,10.239,227.703
5:03AM,0,10.578,280.148
5:04AM,0,8.067,265.857
5:05AM,0,8.259,236.357
5:06AM,0,7.879,240.811
5:07AM,0,9.076,207.612
5:08AM,0,10.761,269.431
5:09AM,0,10.285,281.788
5:10AM,0,8.939,236.59
5:11AM,0,10.173,271.704
5:12AM,0,10.646,288.647
5:13AM,0,10.29,267.862
5:14AM,0,8.298,257.3
5:15AM,0,9.288,239.219
5:16AM,0,10.621,256.04
5:17AM,0,9.647,225.603
5:18AM,0,10.905,246.327
5:19AM,0,9.887,229.468
5:20AM,0,9.01,286.739
5:21AM,0,11.05,236.267
5:22AM,0,9.253,231.853
5:23AM,0,8.14,228.786
5:24AM,0,10.919,227.975
5:25AM,0,9.676,214.964
5:26AM,0,10.892,233.357
5:27AM,0,8.931,282.946
5:28AM,0,8.331,273.005
5:29AM,0,8.476,272.443
5:30AM,0,7.661,214.612
5:31AM,0,8.035,228.352
5:32AM,0,7.547,219.341
5:33AM,0,9.137,197.13
5:34AM,0,11.082,263.431
5:35AM,0,7.876,258.227
5:36AM,0,10.835,232.22
5:37AM,0,9.76,268.633
5:38AM,0,7.929,201.275
5:39AM,0,8.003,269.92
5:40AM,0,8.574,217.669
5:41AM,0,9.831,205.801
5:42AM,0,10.489,272.347
5:43AM,0,10.697,247.396
5:44AM,0,8.343,239.823
5:45AM,0,8.203,232.866
5:46AM,0,11.02,203.921
5:47AM,0,7.894,227.107
5:48AM,0,10.846,235.653
5:49AM,0,9.751,196.47
5:50AM,0,10.225,277.325
5:51AM,0,9.419,206.17
5:52AM,0,9.207,223.745
5:53AM,0,7.791,219.813
5:54AM,0,10.905,194.826
5:55AM,0,8.517,229.102
5:56AM,0,9.324,281.847
5:57AM,0,10.212,211.031
5:58AM,0,8.908,212.106
5:59AM,0,7.812,264.437
6:00AM,0,9.731,213.624
6:01AM,0,9.698,206.525
6:02AM,0,8.886,259.095
6:03AM,0,9.079,264.617
6:04AM,0,9.384,277.54
6:05AM,0,7.979,210.282
6:06AM,0,8.929,250.207
6:07AM,0,7.466,199.646
6:08AM,0,9.066,285.275
6:09AM,0,9.753,205.905
6:10AM,0,10.065,226.049
6:11AM,0,10.013,235.534
6:12AM,0,7.16,218.399
6:13AM,0,7.484,279.6
6:14AM,0,10.242,194.585
6:15AM,0,8.878,215.444
6:16AM,0,9.712,210.691
6:17AM,0,8.751,251.737
6:18AM,0,8.936,247.252
6:19AM,0,9.067,204.249
6:20AM,0,10.194,258.029
6:21AM,0,8.186,259.734
6:22AM,0,8.631,261.317
6:23AM,0,9.449,213.901
6:24AM,0,8.404,232.154
6:25AM,0,8.257,211.348
6:26AM,0,10.224,195.565
6:27AM,0,8.258,286.157
6:28AM,0,10.177,224.977
6:29AM,0,8.494,220.499
6:30AM,0,10.181,233.767
6:31AM,0,9.379,209.02
6:32AM,0,7.476,247.307
6:33AM,0,9.692,199.956
6:34AM,0,10.033,199.897
6:35AM,0,7.331,203.985
6:36AM,0,8.431,217.44
6:37AM,0,7.133,262.841
6:38AM,0,8.526,253.639
6:39AM,0,9.039,239.198
6:40AM,0,9.065,199.811
6:41AM,0,8.693,274.69
6:42AM,0,9.41,266.032
6:43AM,0,8.415,214.768
6:44AM,0,9.295,207.756
6:45AM,0,7.46,240.231
6:46AM,0,10.103,271.876
6:47AM,0,8.578,288.466
6:48AM,0,8.424,273.664
6:49AM,0,6.952,214.493
6:50AM,0,8.417,245.535
6:51AM,0.017,9.841,204.184
6:52AM,0.017,7.003,224.324
6:53AM,0.011,7.21,225.549
6:54AM,0.019,9.893,286.936
6:55AM,0.019,9.089,226.572
6:56AM,0.053,7.1,218.94
6:57AM,0.046,9.367,252.67
6:58AM,0.056,7.144,205.43
6:59AM,0.02,7.96,197.328
7:00AM,0.048,6.995,260.967
7:01AM,0.112,8.981,286.484
7:02AM,0.111,8.459,267.201
7:03AM,0.069,9.777,202.813
7:04AM,0.088,8.835,270.105
7:05AM,0.167,9.468,248.347
7:06AM,0.161,6.657,266.684
7:07AM,0.183,7.044,281.153
7:08AM,0.247,7.975,258.946
7:09AM,0.21,8.056,270.121
7:10AM,0.258,9.726,259.667
7:11AM,0.251,7.243,198.424
7:12AM,0.339,9.209,216.927
7:13AM,0.237,7.735,210.935
7:14AM,0.265,8.292,211.386
7:15AM,0.292,9.628,208.099
7:16AM,0.436,7.054,221.515
7:17AM,0.397,6.684,230.462
7:18AM,0.314,8.182,287.551
7:19AM,0.452,8.381,221.807
7:20AM,0.395,8.949,204.344
7:21AM,0.574,6.602,193.871
7:22AM,0.439,9.263,234.159
7:23AM,0.565,9.162,195.003
7:24AM,0.468,6.477,255.271
7:25AM,0.557,9.297,248.023
7:26AM,0.69,8.864,233.13
7:27AM,0.567,6.717,215.531
7:28AM,0.568,7.738,274.988
7:29AM,0.518,9.564,258.511
7:30AM,0.538,9.033,214.642
7:31AM,1.203,9.122,248.366
7:32AM,0.784,8.441,239.532
7:33AM,1.004,8.967,199.962
7:34AM,0.76,6.62,222.764
7:35AM,1.092,7.534,198.273
7:36AM,2.205,9.099,252.803
7:37AM,1.665,6.99,272.05
7:38AM,2.196,9.284,257.343
7:39AM,2.301,8.311,254.087
7:40AM,1.794,7.073,280.531
7:41AM,2.802,9.036,196.674
7:42AM,3.125,8.091,221.354
7:43AM,2.196,8.565,223.201
7:44AM,1.816,8.643,193.65
7:45AM,2.931,9.637,196.571
7:46AM,3.917,7.744,210.649
7:47AM,3.648,8.927,220.781
7:48AM,2.607,9.304,265.457
7:49AM,3.14,7.173,286.237
7:50AM,3.967,7.641,205.803
7:51AM,4.152,7.064,258.937
7:52AM,3.21,10.37,231.901
7:53AM,3.12,8.668,279.11
7:54AM,3.805,9.248,213.335
7:55AM,3.499,8.009,247.454
7:56AM,4.631,8.848,288.676
7:57AM,4.015,10.323,218.701
7:58AM,4.08,8.247,246.895
7:59AM,4.238,9.534,194.976
8:00AM,3.903,8.497,223.43
8:01AM,4.132,8.049,225.68
8:02AM,3.801,8.099,244.833
8:03AM,4.082,7.853,274.693
8:04AM,4.601,9.824,266.68
8:05AM,4.23,7.769,284.269
8:06AM,4.105,10.499,231.011
8:07AM,4.154,9.912,249.105
8:08AM,5.742,8.696,219.464
8:09AM,5.502,9.1,262.546
8:10AM,4.299,9.736,225.224
8:11AM,4.915,11.394,208.319
8:12AM,5.403,9.258,243.793
8:13AM,6.064,8.11,200.734
8:14AM,4.268,9.415,230.498
8:15AM,4.571,11.379,225.546
8:16AM,5.457,8.333,224.25
8:17AM,5.68,9.881,283.871
8:18AM,5.861,7.948,269.233
8:19AM,6.073,8.965,280.438
8:20AM,4.712,9.013,279.105
8:21AM,6.493,8.664,255.164
8:22AM,5.962,8.808,258.974
