TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,8.187,236.665
12:02AM,0,11.723,247.709
12:03AM,0,11.359,278.833
12:04AM,0,10.818,243.324
12:05AM,0,9.075,276.659
12:06AM,0,10.702,258.927
12:07AM,0,8.576,239.167
12:08AM,0,11.2,204.667
12:09AM,0,11.426,277.26
12:10AM,0,8.46,233.892
12:11AM,0,9.699,288.944
12:12AM,0,10.56,288.087
12:13AM,0,10.879,252.436
12:14AM,0,10.41,239.945
12:15AM,0,10.411,213.292
12:16AM,0,11.269,241.142
12:17AM,0,8.946,208.184
12:18AM,0,11.448,288.49
12:19AM,0,9.707,219.574
12:20AM,0,8.559,201.307
12:21AM,0,8.495,263.252
12:22AM,0,10.085,221.117
12:23AM,0,8.436,256.114
12:24AM,0,8.765,287.596
12:25AM,0,11.566,248.204
12:26AM,0,10.403,213.524
12:27AM,0,11.517,198.432
12:28AM,0,8.552,280.378
12:29AM,0,10.894,250.318
12:30AM,0,11.288,215.085
12:31AM,0,10.403,249.975
12:32AM,0,10.577,238.993
12:33AM,0,8.831,201.452
12:34AM,0,8.544,260.287
12:35AM,0,11.584,197.201
12:36AM,0,10.726,286.283
12:37AM,0,10.745,272.964
12:38AM,0,9.846,218.834
12:39AM,0,9.372,289.918
12:40AM,0,8.701,271.258
12:41AM,0,9.882,223.179
12:42AM,0,8.515,252.138
12:43AM,0,10.02,218.616
12:44AM,0,8.717,232.459
12:45AM,0,11.649,266.14
12:46AM,0,9.861,218.974
12:47AM,0,8.13,196.189
12:48AM,0,10.151,201.973
12:49AM,0,10.393,207.934
12:50AM,0,9.806,220.236
12:51AM,0,11.593,288.92
12:52AM,0,8.789,252.78
12:53AM,0,9.585,262.873
12:54AM,0,11.082,206.987
12:55AM,0,9.21,243.707
12:56AM,0,11.717,241.176
12:57AM,0,10.585,278.813
12:58AM,0,12.01,211.129
12:59AM,0,8.286,287.431
1:00AM,0,8.168,248.425
1:01AM,0,8.351,203.27
1:02AM,0,10.583,224.482
1:03AM,0,11.463,268.945
1:04AM,0,12.05,203.483
1:05AM,0,9.755,220.809
1:06AM,0,11.835,220.165
1:07AM,0,12.08,262.586
1:08AM,0,11.352,274.11
1:09AM,0,11.093,288.36
1:10AM,0,10.165,209.683
1:11AM,0,8.738,234.528
1:12AM,0,12.059,266.966
1:13AM,0,10.969,264.485
1:14AM,0,12.089,205.976
1:15AM,0,9.573,262.545
1:16AM,0,8.753,249.752
1:17AM,0,11.626,209.247
1:18AM,0,10.646,198.246
1:19AM,0,11.245,220.432
1:20AM,0,10.303,279.668
1:21AM,0,10.468,226.148
1:22AM,0,9.959,274.712
1:23AM,0,9.602,236.752
1:24AM,0,11.385,215.517
1:25AM,0,9.527,292.461
1:26AM,0,11.813,238.205
1:27AM,0,10.547,250.822
1:28AM,0,11.624,257.754
1:29AM,0,11.854,246.5
1:30AM,0,9.194,214.959
1:31AM,0,11.084,208.733
1:32AM,0,11.413,231.539
1:33AM,0,8.427,280.859
1:34AM,0,8.347,270.827
1:35AM,0,9.484,197.889
1:36AM,0,8.525,219.686
1:37AM,0,9.061,275.769
1:38AM,0,8.62,286.172
1:39AM,0,11.813,264.009
1:40AM,0,10.337,245.966
1:41AM,0,9.175,204.811
1:42AM,0,8.137,202.526
1:43AM,0,10.75,246.708
1:44AM,0,11.051,277.459
1:45AM,0,8.91,248.898
1:46AM,0,8.936,247.411
1:47AM,0,8.182,275.406
1:48AM,0,9.239,197.178
1:49AM,0,10.523,255.212
1:50AM,0,10.015,282.722
1:51AM,0,8.331,243.541
1:52AM,0,10.189,270.137
1:53AM,0,11.494,226.007
1:54AM,0,11.314,236.82
1:55AM,0,9.55,242.573
1:56AM,0,8.937,283.523
1:57AM,0,9.932,263.456
1:58AM,0,8.223,248.249
1:59AM,0,8.023,291.227
2:00AM,0,11.333,233.996
2:01AM,0,11.383,213.799
2:02AM,0,11.715,262.684
2:03AM,0,8.739,261.924
2:04AM,0,8.404,229.895
2:05AM,0,10.495,216.325
2:06AM,0,10.063,286.07
2:07AM,0,9.436,235.052
2:08AM,0,11.133,197.898
2:09AM,0,9.853,198.51
2:10AM,0,10.49,249.393
2:11AM,0,10.261,199.803
2:12AM,0,9.884,292.034
2:13AM,0,8.3,240.221
2:14AM,0,10.435,200.733
2:15AM,0,10.329,233.626
2:16AM,0,11.711,237.622
2:17AM,0,9.147,243.619
2:18AM,0,10.094,243.108
2:19AM,0,10.896,202.235
2:20AM,0,9.643,242.283
2:21AM,0,9.412,250.822
2:22AM,0,11.829,248.142
2:23AM,0,9.076,211.206
2:24AM,0,8.452,239.823
2:25AM,0,10.711,269.38
2:26AM,0,9.809,215.955
2:27AM,0,11.236,248.008
2:28AM,0,10.261,229.259
2:29AM,0,10.703,200.092
2:30AM,0,11.57,268.827
2:31AM,0,8.175,260.592
2:32AM,0,8.461,219.099
2:33AM,0,8.23,255.984
2:34AM,0,7.973,260.322
2:35AM,0,8.264,211.16
2:36AM,0,10.17,275.799
2:37AM,0,10.375,222.437
2:38AM,0,9.915,253.049
2:39AM,0,8.07,272.285
2:40AM,0,8.107,222.471
2:41AM,0,10.789,232.433
2:42AM,0,9.046,202.977
2:43AM,0,9.742,253.288
2:44AM,0,11.205,232.99
2:45AM,0,10.898,275.411
2:46AM,0,9.129,245.139
2:47AM,0,7.928,207.996
2:48AM,0,11.092,222.274
2:49AM,0,8.072,248.871
2:50AM,0,8.01,203.381
2:51AM,0,8.912,198.549
2:52AM,0,9.276,222.967
2:53AM,0,11.219,273.82
2:54AM,0,8.841,206.206
2:55AM,0,8.707,272.688
2:56AM,0,8.899,268.869
2:57AM,0,8.101,266.996
2:58AM,0,7.981,200.071
2:59AM,0,8.87,285.845
3:00AM,0,11.515,219.894
3:01AM,0,10.613,239.242
3:02AM,0,8.052,253.16
