TimeOfDay,Power_Consumed,Luminous_Efficacy
12:00AM,29.667,76.848
12:01AM,29.817,67.204
12:02AM,29.617,70.259
12:03AM,29.883,79.314
12:04AM,39.267,63.216
12:05AM,38.783,79.145
12:06AM,39.433,80.423
12:07AM,41.083,64.181
12:08AM,41.033,83.606
12:09AM,39.117,88.921
12:10AM,41.733,83.24
12:11AM,41.567,77.476
12:12AM,42.133,77.408
12:13AM,41.783,89.914
12:14AM,42.1,77.298
12:15AM,41.7,89.333
12:16AM,41.233,80.494
12:17AM,39.8,68.106
12:18AM,37.9,61.764
12:19AM,36.517,61.777
12:20AM,36.167,78.612
12:21AM,35.633,71.207
12:22AM,164.933,88.861
12:23AM,36.567,73.5
12:24AM,36.583,62.876
12:25AM,36.7,76.607
12:26AM,36.183,88.789
12:27AM,36.05,75.613
12:28AM,35.75,64.003
12:29AM,35.2,64.51
12:30AM,35.267,88.154
12:31AM,179.733,84.951
12:32AM,39.35,81.47
12:33AM,40.183,72.932
12:34AM,39.767,78.71
12:35AM,40.183,62.92
12:36AM,39.983,60.693
12:37AM,39.95,72.36
12:38AM,39.533,62.204
12:39AM,39.333,67.679
12:40AM,36.867,65.897
12:41AM,36.167,86.542
12:42AM,33.683,74.389
12:43AM,33.117,89.437
12:44AM,33.017,73.345
12:45AM,32.833,72.608
12:46AM,294.133,65.62
12:47AM,32.833,65.666
12:48AM,32.5,67.219
12:49AM,32.5,66.626
12:50AM,32.583,82.844
12:51AM,32.467,61.233
12:52AM,32.433,87.217
12:53AM,32.35,72.443
12:54AM,32.883,72.848
12:55AM,34.2,83.971
12:56AM,34.217,76.545
12:57AM,34.367,88.632
12:58AM,34.417,89.188
12:59AM,50.35,73.472
1:00AM,34.933,85.05
1:01AM,35.05,61.495
1:02AM,35.033,81.098
1:03AM,34.95,82.828
1:04AM,34.217,60.827
1:05AM,33.567,70.947
1:06AM,32.817,88.719
1:07AM,32.083,61.29
1:08AM,32.617,84.055
1:09AM,32.65,62.917
1:10AM,32.417,70.99
1:11AM,32.717,63.506
1:12AM,32.65,83.788
1:13AM,32.483,65.172
1:14AM,32.6,64.202
1:15AM,32.683,78.038
1:16AM,32.567,88.975
1:17AM,32.15,78.01
1:18AM,32.467,66.32
1:19AM,34.217,74.9
1:20AM,34.167,70.743
1:21AM,34.5,79.394
1:22AM,34.583,75.802
1:23AM,34.75,81.819
1:24AM,35.3,69.684
1:25AM,35.217,74.909
1:26AM,35.217,80.598
1:27AM,35.133,62.429
1:28AM,34.667,71.357
1:29AM,33.483,83.774
1:30AM,32.6,70.952
1:31AM,29.833,67.832
1:32AM,32.3,64.247
1:33AM,32.2,77.665
1:34AM,32.1,66.385
1:35AM,32.45,87.327
1:36AM,32.5,64.899
1:37AM,32.15,61.488
1:38AM,32.583,88.082
1:39AM,31.967,77.95
1:40AM,32.033,83.387
1:41AM,32.05,73.296
1:42AM,32.567,74.727
1:43AM,34.2,74.003
1:44AM,34.617,61.532
1:45AM,34.833,72.459
1:46AM,34.95,68.317
1:47AM,34.917,72.558
1:48AM,35.1,86.525
1:49AM,35.2,83.893
1:50AM,35.15,87.963
1:51AM,34.717,64.493
1:52AM,34.75,83.104
1:53AM,34.8,74.997
1:54AM,33.183,85.069
1:55AM,32.533,87.805
1:56AM,32.25,72.507
1:57AM,32.367,81.972
1:58AM,32.317,83.103
1:59AM,32.317,86.516
2:00AM,32.183,85.188
2:01AM,32.35,88.948
2:02AM,391.417,81.723
2:03AM,469.183,64.199
2:04AM,4695.333,89.866
2:05AM,341.983,79.633
2:06AM,33.483,62.421
2:07AM,32.7,83.993
2:08AM,32.617,83.335
2:09AM,32.917,73.794
2:10AM,33.067,71.574
2:11AM,33.283,62.109
2:12AM,33.317,62.019
2:13AM,33.867,62.101
2:14AM,33.633,72.301
2:15AM,33.783,70.793
2:16AM,33.7,83.624
2:17AM,32.717,75.512
2:18AM,31.5,68.432
2:19AM,30.633,76.807
2:20AM,30.933,73.646
2:21AM,30.933,73.405
2:22AM,30.95,62.991
2:23AM,30.983,65.8
2:24AM,30.883,61.395
2:25AM,30.95,61.13
2:26AM,30.867,62.587
2:27AM,31.017,89.067
2:28AM,30.4,64.749
2:29AM,30.3,71.171
