TimeOfDay,Power_Consumed,Luminous_Efficacy
12:00AM,30.833,66.09
12:01AM,30.933,70.507
12:02AM,30.75,61.655
12:03AM,30.7,69.287
12:04AM,30.65,84.936
12:05AM,30.417,64.49
12:06AM,30.333,68.714
12:07AM,31.3,66.503
12:08AM,32.767,74.077
12:09AM,33.117,87.263
12:10AM,33.4,77.25
12:11AM,33.45,89.019
12:12AM,33.633,63.277
12:13AM,33.967,86.891
12:14AM,34.017,64.911
12:15AM,33.917,69.948
12:16AM,33.533,73.191
12:17AM,31.65,83.356
12:18AM,31.133,83.102
12:19AM,31.067,69.384
12:20AM,30.8,79.656
12:21AM,30.633,67.77
12:22AM,30.517,85.42
12:23AM,30.5,80.72
12:24AM,339.65,79.335
12:25AM,338.867,80.045
12:26AM,336.8,78.071
12:27AM,334.533,83.37
12:28AM,333.35,74.585
12:29AM,333.633,67.483
12:30AM,32.567,77.743
12:31AM,33.233,86.209
12:32AM,34.067,89.978
12:33AM,32.85,69.466
12:34AM,33.25,83.49
12:35AM,33.183,84.989
12:36AM,33.267,74.289
12:37AM,33.467,75.162
12:38AM,33.517,74.593
12:39AM,33.4,67.788
12:40AM,33.167,71.005
12:41AM,30.833,82.519
12:42AM,31.15,84.035
12:43AM,30.533,86.525
12:44AM,30.167,69.618
12:45AM,30.133,68.938
12:46AM,315.783,61.499
12:47AM,341.717,73.476
12:48AM,339.85,61.237
12:49AM,29.717,65.945
12:50AM,335.45,79.962
12:51AM,1178.917,72.412
12:52AM,332.833,76.066
12:53AM,29.433,86.991
12:54AM,29.417,66.582
12:55AM,30.617,68.166
12:56AM,31.55,70.488
12:57AM,164.217,69.245
12:58AM,32.6,81.721
12:59AM,32.533,75.902
1:00AM,32.733,75.55
1:01AM,32.9,81.192
1:02AM,32.883,86.64
1:03AM,32.95,65.719
1:04AM,32.4,88.973
1:05AM,31.533,66.653
1:06AM,31.333,76.153
1:07AM,30.667,72.219
1:08AM,29.75,64.867
1:09AM,29.217,76.921
1:10AM,29.633,82.012
1:11AM,29.45,63.18
1:12AM,29.483,72.343
1:13AM,29.467,60.471
1:14AM,337.733,75.018
1:15AM,366.75,86.551
1:16AM,31.733,80.43
1:17AM,275.767,78.414
1:18AM,30.25,69.987
1:19AM,31.467,75.484
1:20AM,32.65,73.192
1:21AM,31.567,61.446
1:22AM,31.367,78.237
1:23AM,31.25,82.743
1:24AM,31.617,66.387
1:25AM,31.867,61.497
1:26AM,31.733,61.878
1:27AM,31.767,65.38
1:28AM,31.317,78.746
1:29AM,30.25,61.979
1:30AM,29.9,86.304
1:31AM,29.683,72.529
1:32AM,29.333,72.259
1:33AM,28.7,89.183
1:34AM,28.533,72.46
1:35AM,28.483,85.761
1:36AM,28.733,71.292
1:37AM,28.683,67.319
1:38AM,28.583,78.91
1:39AM,28.683,64.283
1:40AM,29.083,76.783
1:41AM,28.517,75.822
1:42AM,29.083,62.266
1:43AM,29.967,78.04
1:44AM,31.3,77.767
1:45AM,31.633,67.302
1:46AM,31.483,79.981
1:47AM,31.267,81.556
1:48AM,31.45,78.992
1:49AM,2993.783,65.016
1:50AM,31.833,63.319
1:51AM,31.133,62.396
1:52AM,31.667,81.422
1:53AM,29.3,62.004
1:54AM,29.117,61.848
1:55AM,28.45,85.422
1:56AM,28.333,80.323
1:57AM,28.6,87.516
1:58AM,28.733,66.152
1:59AM,28.1,83.241
2:00AM,29.483,89.317
2:01AM,29.2,83.582
2:02AM,29.117,72.413
2:03AM,28.517,83.136
2:04AM,28.833,70.213
2:05AM,29.283,84.553
2:06AM,29.117,64.001
2:07AM,29.817,60.121
2:08AM,31.2,61.094
2:09AM,32.083,66.341
2:10AM,31.283,79.784
2:11AM,31.633,70.56
2:12AM,31.933,69.428
2:13AM,31.95,78.177
2:14AM,32,70.076
2:15AM,32,61.27
2:16AM,31.65,65.79
2:17AM,30.333,65.536
2:18AM,29.767,64.101
2:19AM,28.867,74.813
2:20AM,28.767,79.202
2:21AM,29.183,66.861
2:22AM,29.067,61.915
2:23AM,29.167,63.034
2:24AM,29.167,75.911
2:25AM,29.05,84.773
2:26AM,28.567,66.527
2:27AM,28.45,76.194
2:28AM,28.533,76.526
2:29AM,29.133,77.638
2:30AM,29.333,62.912
2:31AM,30.2,60.07
2:32AM,31.65,89.402
2:33AM,31.733,76.986
2:34AM,31.1,67.291
2:35AM,31.233,62.588
2:36AM,31.2,63.424
2:37AM,31.833,83.128
2:38AM,32,60.943
2:39AM,31.917,86.194
2:40AM,31.667,73.541
2:41AM,29.733,86.995
2:42AM,29.117,74.425
2:43AM,28.617,71.366
2:44AM,29.317,81.474
2:45AM,29.033,88.047
2:46AM,28.983,71.424
2:47AM,28.8,84.574
2:48AM,29.183,81.89
2:49AM,29.033,61.875
2:50AM,29.083,76.751
2:51AM,28.733,87.322
2:52AM,28.783,69.371
2:53AM,28.517,80.397
2:54AM,29.033,72.255
2:55AM,30.25,61.219
2:56AM,31.433,75.879
2:57AM,31.683,75.489
2:58AM,31.717,70.585
2:59AM,31.967,79.03
3:00AM,31.467,68.585
3:01AM,31.817,89.189
3:02AM,31.917,83.131
3:03AM,31.75,64.689
3:04AM,31.833,66.318
3:05AM,30.383,69.986
3:06AM,30.2,83.362
3:07AM,29.233,69.026
3:08AM,28.617,61.019
3:09AM,28.45,62.837
3:10AM,28.767,69.852
3:11AM,284.983,64.925
3:12AM,44.667,78.365
3:13AM,33.033,76.891
3:14AM,289.883,79.573
3:15AM,288.467,87.112
3:16AM,330.033,76.747
3:17AM,29.017,88.628
3:18AM,29.233,72.268
3:19AM,29.717,73.118
3:20AM,30.75,81.874
3:21AM,31.633,60.04
3:22AM,31.65,79.236
3:23AM,31.8,62.475
3:24AM,31.75,67.238
3:25AM,31.667,86.356
3:26AM,31.883,72.817
3:27AM,31.55,62.467
3:28AM,31.85,68.426
3:29AM,30.217,83.13
3:30AM,29.917,80.136
3:31AM,29.117,84.912
3:32AM,28.933,86.787
3:33AM,29.6,68.197
3:34AM,29.167,73.089
3:35AM,28.35,61.185
3:36AM,28.85,85.741
3:37AM,28.75,79.919
3:38AM,28.733,83.316
3:39AM,28.867,62.23
3:40AM,28.883,88.502
3:41AM,29.017,80.62
3:42AM,29.083,71.722
3:43AM,30.033,64.944
3:44AM,31.45,84.854
3:45AM,31.517,89.098
3:46AM,31.283,76.356
3:47AM,32.05,74.672
3:48AM,32.017,89.101
3:49AM,31.85,82.847
3:50AM,31.783,87.081
3:51AM,31.633,65.932
3:52AM,31.633,75.373
3:53AM,30.317,70.619
3:54AM,29.917,75.758
3:55AM,29.567,71.603
3:56AM,28.8,74.299
3:57AM,28.617,81.373
3:58AM,28.433,72.085
3:59AM,28.517,73.182
4:00AM,28.817,74.825
4:01AM,29.35,73.768
4:02AM,28.7,68.233
4:03AM,28.467,69.438
4:04AM,28.617,83.803
4:05AM,28.517,86.487
4:06AM,28.733,75.022
4:07AM,29.617,75.942
4:08AM,156.833,62.591
4:09AM,31.233,66.306
4:10AM,31.733,83.656
4:11AM,31.9,89.538
4:12AM,31.883,74.378
4:13AM,32.033,89.403
4:14AM,31.917,77.112
4:15AM,31.917,64.423
4:16AM,31.567,73.697
4:17AM,29.867,60.523
4:18AM,29.55,78.25
4:19AM,29.217,63.45
4:20AM,29.1,83.538
4:21AM,29.367,76.367
4:22AM,29.267,79.008
4:23AM,28.95,87.527
4:24AM,28.35,71.459
4:25AM,28.35,74.328
4:26AM,28.483,72.117
4:27AM,28.9,80.347
4:28AM,28.783,81.246
4:29AM,28.717,79.527
4:30AM,28.933,78.585
4:31AM,29.667,85.929
4:32AM,31.133,62.266
4:33AM,31.267,87.796
4:34AM,31.583,70.406
4:35AM,31.6,77.224
4:36AM,31.617,60.453
4:37AM,31.383,75.281
4:38AM,31.7,65.777
4:39AM,31.767,88.565
4:40AM,31.517,87.671
4:41AM,29.883,80.12
4:42AM,29.333,76.723
4:43AM,29.033,89.62
4:44AM,29.983,83.725
4:45AM,29.233,75.923
4:46AM,30,70.01
4:47AM,28.917,75.103
4:48AM,29.1,76.995
4:49AM,28.867,68.996
4:50AM,28.85,75.134
4:51AM,28.283,75.996
4:52AM,29.267,81.684
4:53AM,83.583,65.615
4:54AM,30.1,65.396
4:55AM,30.483,85.599
4:56AM,31.417,83.089
4:57AM,31.617,81.57
4:58AM,31.3,89.91
4:59AM,31.233,73.449
5:00AM,31.417,84.665
5:01AM,31.5,71.003
5:02AM,31.917,85.044
5:03AM,31.683,80.993
5:04AM,31.5,79.284
5:05AM,30.25,64.615
5:06AM,29.75,80.093
5:07AM,28.667,69.261
5:08AM,28.967,74.4
5:09AM,28.833,68.375
5:10AM,28.517,78.634
5:11AM,28.4,68.763
5:12AM,28.783,79.09
5:13AM,29.267,76.08
5:14AM,28.95,78.893
5:15AM,28.967,75.651
5:16AM,29.133,82.78
5:17AM,29.517,86.625
5:18AM,29.217,72.497
5:19AM,29.583,64.541
5:20AM,31.383,77.402
5:21AM,31.217,70.259
5:22AM,31.067,80.311
5:23AM,31.117,82.721
5:24AM,32.117,60.963
5:25AM,32.05,78.068
5:26AM,32.033,64.663
5:27AM,31.883,81.503
5:28AM,31.683,88.298
5:29AM,30.033,74.032
5:30AM,29.617,60.384
5:31AM,29.233,61.48
5:32AM,29.617,85.832
5:33AM,28.867,86.769
5:34AM,28.95,74.549
5:35AM,29.067,70.387
5:36AM,29.033,78.798
5:37AM,28.333,71.777
5:38AM,28.283,73.191
5:39AM,28.533,74.403
5:40AM,30.05,89.345
5:41AM,28.417,61.518
5:42AM,28.583,80.023
5:43AM,29.35,60.021
5:44AM,31.35,78.002
5:45AM,31.483,73.048
5:46AM,31.383,87.948
5:47AM,31.15,82.922
5:48AM,31.533,69.502
5:49AM,31.967,72.406
5:50AM,31.6,72.712
5:51AM,32,70.537
5:52AM,31.85,60.066
5:53AM,30.467,89.606
5:54AM,30.1,77.279
5:55AM,29.45,72.219
5:56AM,28.767,71.208
5:57AM,28.2,78.068
5:58AM,28.45,88.783
5:59AM,28.367,65.042
