TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,10.087,287.838
12:02AM,0,8.846,256.404
12:03AM,0,10.017,222.078
12:04AM,0,10.151,201.028
12:05AM,0,11.892,276.053
12:06AM,0,11.459,234.979
12:07AM,0,8.843,204.641
12:08AM,0,10.395,221.216
12:09AM,0,9.687,274.757
12:10AM,0,9.174,257.128
12:11AM,0,8.914,208.094
12:12AM,0,10.487,224.536
12:13AM,0,10.201,207.975
12:14AM,0,10.914,230.867
12:15AM,0,10.992,206.408
12:16AM,0,8.396,281.184
12:17AM,0,9.288,264.128
12:18AM,0,10.507,215.126
12:19AM,0,8.996,283.95
12:20AM,0,9.497,271.344
12:21AM,0,9.452,214.301
12:22AM,0,9.269,223.911
12:23AM,0,11.215,227.77
12:24AM,0,8.466,224.523
12:25AM,0,11.991,242.561
12:26AM,0,11.265,277.829
12:27AM,0,8.759,225.477
12:28AM,0,12.071,289.24
12:29AM,0,9.625,254.066
12:30AM,0,10.77,230.309
12:31AM,0,10.724,211.436
12:32AM,0,10.388,228.01
12:33AM,0,8.492,234.821
12:34AM,0,8.914,222.161
12:35AM,0,12.075,212.54
12:36AM,0,10.327,253.59
12:37AM,0,10.019,235.23
12:38AM,0,10.312,210.313
12:39AM,0,11.569,228.158
12:40AM,0,10.74,282.306
12:41AM,0,11.74,205.251
12:42AM,0,8.37,237.213
12:43AM,0,11.533,233.455
12:44AM,0,10.008,261.382
12:45AM,0,9.061,288.095
12:46AM,0,9.301,291.923
12:47AM,0,9.855,272.643
12:48AM,0,8.662,207.374
12:49AM,0,9.134,204.451
12:50AM,0,11.313,259.227
12:51AM,0,11.615,230.096
12:52AM,0,8.433,215.526
12:53AM,0,10.188,278.319
12:54AM,0,9.011,257.096
12:55AM,0,10.19,291.278
12:56AM,0,10.464,219.237
12:57AM,0,9.688,248.992
12:58AM,0,9.878,219.264
12:59AM,0,10.745,272.98
1:00AM,0,8.2,275.977
1:01AM,0,8.577,203.811
1:02AM,0,8.696,256.114
1:03AM,0,11.819,213.204
1:04AM,0,11.554,272.435
1:05AM,0,8.229,216.893
1:06AM,0,11.281,256.741
1:07AM,0,8.964,262.224
1:08AM,0,11.371,235.696
1:09AM,0,10.713,242.836
1:10AM,0,9.768,238.482
1:11AM,0,8.868,248.632
1:12AM,0,9.75,210.37
1:13AM,0,9.998,236.589
1:14AM,0,9.721,264.303
1:15AM,0,9.892,252.447
1:16AM,0,8.853,235.061
1:17AM,0,11.855,282.628
1:18AM,0,11.42,274.257
1:19AM,0,10.009,225.444
1:20AM,0,10.49,243.364
1:21AM,0,8.821,244.305
1:22AM,0,9.328,259.601
1:23AM,0,8.46,255.633
