TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,11.288,271.098
12:02AM,0,11.444,241.917
12:03AM,0,10.983,209.042
12:04AM,0,10.036,241.445
12:05AM,0,11.505,214.804
12:06AM,0,9.804,262.211
12:07AM,0,11.786,285.28
12:08AM,0,10.143,242.678
12:09AM,0,8.815,249.552
12:10AM,0,10.9,223.371
12:11AM,0,11.461,211.698
12:12AM,0,11.37,265.498
12:13AM,0,11.521,243.189
12:14AM,0,9.847,254.507
12:15AM,0,9.734,225.974
12:16AM,0,11.077,195.333
12:17AM,0,10.911,239.189
12:18AM,0,8.44,204.985
12:19AM,0,9.76,221.419
12:20AM,0,11.014,256.818
12:21AM,0,8.236,196.217
12:22AM,0,11.104,257.692
12:23AM,0,8.783,197.532
12:24AM,0,9.048,250.878
12:25AM,0,9.862,240.9
12:26AM,0,10.749,204.472
12:27AM,0,12.055,238.071
12:28AM,0,10.952,291.703
12:29AM,0,8.991,266.809
12:30AM,0,8.953,233.14
12:31AM,0,8.249,206.723
12:32AM,0,10.384,231.769
12:33AM,0,8.403,258.198
12:34AM,0,9.853,247.348
12:35AM,0,8.71,237.237
12:36AM,0,10.335,255.581
12:37AM,0,11.662,265.909
12:38AM,0,8.662,264.444
12:39AM,0,9.512,225.895
12:40AM,0,7.994,244.16
12:41AM,0,8.742,287.756
12:42AM,0,7.927,213.511
12:43AM,0,9.214,279.607
12:44AM,0,10.607,251.104
12:45AM,0,9.702,247.594
12:46AM,0,10.086,248.71
12:47AM,0,11.591,257.177
12:48AM,0,9.563,220.47
12:49AM,0,8.958,281.922
12:50AM,0,10.477,212.139
12:51AM,0,10.193,198.764
12:52AM,0,10.957,215.235
12:53AM,0,9.267,208.105
12:54AM,0,9.616,217.502
12:55AM,0,10.064,219.266
12:56AM,0,10.874,261.044
12:57AM,0,9.096,276.657
12:58AM,0,9.947,205.567
12:59AM,0,11.168,273.606
1:00AM,0,12.021,269.271
1:01AM,0,8.269,264.362
1:02AM,0,8.221,208.428
1:03AM,0,9.291,264.622
1:04AM,0,9.371,216.942
1:05AM,0,9.335,244.905
1:06AM,0,9.519,282.204
1:07AM,0,10.149,247.792
1:08AM,0,9.041,229.676
1:09AM,0,9.264,206.056
1:10AM,0,9.221,290.444
1:11AM,0,11.686,231.192
1:12AM,0,11.918,232.769
1:13AM,0,8.339,244.981
1:14AM,0,10.548,237.804
1:15AM,0,11.449,290.626
1:16AM,0,9.435,210.033
1:17AM,0,9.915,238.006
1:18AM,0,10.781,240.365
1:19AM,0,8.365,274.295
1:20AM,0,9.385,266.842
1:21AM,0,10.412,196.544
1:22AM,0,11.713,236.42
1:23AM,0,8.169,230.033
1:24AM,0,11.528,223.114
1:25AM,0,11.632,283.033
1:26AM,0,9.05,234.666
1:27AM,0,10.942,287.674
1:28AM,0,9.363,276.301
1:29AM,0,9.984,216.872
1:30AM,0,8.636,281.275
1:31AM,0,8.696,265.171
1:32AM,0,8.357,195.738
1:33AM,0,8.897,283.394
1:34AM,0,11.02,224.742
1:35AM,0,9.883,250.543
1:36AM,0,10.074,269.059
1:37AM,0,8.431,273.557
1:38AM,0,11.907,254.199
1:39AM,0,8.268,220.288
1:40AM,0,8.75,236.793
1:41AM,0,11.701,280.912
1:42AM,0,10.109,264.281
1:43AM,0,10.363,275.03
1:44AM,0,10.629,198.675
1:45AM,0,11.196,290.913
1:46AM,0,8.554,280.116
1:47AM,0,9.425,289.415
1:48AM,0,9.262,199.046
1:49AM,0,8.585,214.301
1:50AM,0,11.764,197.146
1:51AM,0,8.819,196.553
1:52AM,0,9.279,273.123
1:53AM,0,9.154,284.724
1:54AM,0,10.194,284.326
1:55AM,0,10.57,237.522
1:56AM,0,11.511,209.862
1:57AM,0,8.509,283.859
1:58AM,0,11.617,276.081
1:59AM,0,10.878,255.287
2:00AM,0,9.556,232.76
2:01AM,0,9.771,258.855
2:02AM,0,8.503,240.206
2:03AM,0,8.016,243.045
2:04AM,0,8.812,278.2
2:05AM,0,9.471,274.747
2:06AM,0,9.955,261.421
2:07AM,0,9.102,221.408
2:08AM,0,9.809,276.331
2:09AM,0,9.321,224.58
2:10AM,0,7.947,254.206
2:11AM,0,10.201,283.82
2:12AM,0,9.312,206.302
2:13AM,0,8.497,246.951
2:14AM,0,10.879,282.252
2:15AM,0,9.7,286.263
2:16AM,0,9.662,248.938
2:17AM,0,9.565,218.94
2:18AM,0,8.87,207.343
2:19AM,0,9.772,293.119
2:20AM,0,10.644,273.979
2:21AM,0,11.14,197.83
2:22AM,0,11.833,259.742
2:23AM,0,9.545,200.003
2:24AM,0,10.927,232.267
2:25AM,0,10.291,250.127
2:26AM,0,9.405,198.738
2:27AM,0,8.082,285.562
2:28AM,0,8.475,253.998
2:29AM,0,8.798,228.88
2:30AM,0,9.541,282.5
2:31AM,0,9.618,240.688
2:32AM,0,11.126,284.904
2:33AM,0,10.897,240.34
2:34AM,0,8.278,197.986
2:35AM,0,9.112,257.687
2:36AM,0,10.969,256.036
2:37AM,0,10.761,204.646
2:38AM,0,11.468,258.274
2:39AM,0,9.455,262.079
2:40AM,0,9.899,270.02
2:41AM,0,8.492,196.388
2:42AM,0,10.123,228.757
2:43AM,0,9.483,274.645
2:44AM,0,9.853,254.297
2:45AM,0,10.287,287.308
2:46AM,0,8.819,277.19
2:47AM,0,9.792,238.431
2:48AM,0,8.705,260.302
2:49AM,0,8.442,245.994
2:50AM,0,11.168,234.752
2:51AM,0,9.562,220.363
2:52AM,0,11.608,287.904
2:53AM,0,9.195,268.108
2:54AM,0,11.582,232.599
2:55AM,0,11.45,218.239
2:56AM,0,9.364,225.052
2:57AM,0,11.709,211.472
2:58AM,0,9.666,198.256
2:59AM,0,10.159,288.069
3:00AM,0,9.26,237.537
3:01AM,0,8.194,251.822
3:02AM,0,9.446,203.164
3:03AM,0,11.281,260.531
3:04AM,0,11.294,284.227
3:05AM,0,10.46,249.361
3:06AM,0,11.433,225.335
3:07AM,0,9.028,270.679
3:08AM,0,8.321,280.251
3:09AM,0,9.382,290.904
3:10AM,0,9.324,231.75
3:11AM,0,10.452,291.963
3:12AM,0,9.681,280.25
3:13AM,0,9.401,245.71
3:14AM,0,8.41,245.77
3:15AM,0,10.589,206.199
3:16AM,0,10.758,273.97
3:17AM,0,8.845,261.933
3:18AM,0,11.416,201.67
3:19AM,0,10.211,290.643
3:20AM,0,8.49,197.524
3:21AM,0,8.307,244.672
3:22AM,0,11.75,216.836
3:23AM,0,10.904,214.996
3:24AM,0,8.829,246.545
3:25AM,0,8.921,210.937
3:26AM,0,10.11,236.702
3:27AM,0,11.692,258.961
3:28AM,0,10.752,207.481
3:29AM,0,9.223,269.238
3:30AM,0,10.385,280.076
3:31AM,0,8.234,218.356
3:32AM,0,8.059,198.119
3:33AM,0,9.19,264.378
3:34AM,0,9.165,289.756
3:35AM,0,10.994,196.06
3:36AM,0,11.141,257.961
3:37AM,0,9.39,198.198
3:38AM,0,11.543,213.599
3:39AM,0,11.366,232.495
