TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,10.93,266.269
12:02AM,0,10.354,213.579
12:03AM,0,8.985,285.071
12:04AM,0,10.06,264.081
12:05AM,0,12.132,257.231
12:06AM,0,10.327,247.937
12:07AM,0,10.417,292.795
12:08AM,0,11.439,276.705
12:09AM,0,11.825,207.248
12:10AM,0,11.308,260.083
12:11AM,0,9.859,232.45
12:12AM,0,8.223,200.409
12:13AM,0,10.191,201.727
12:14AM,0,9.289,232.824
12:15AM,0,9.83,284.247
12:16AM,0,10.534,283.599
12:17AM,0,9.309,281.892
12:18AM,0,10.69,203.974
12:19AM,0,9.715,279.156
12:20AM,0,9.658,256.331
12:21AM,0,8.903,236.064
12:22AM,0,12.111,199.221
12:23AM,0,11.978,287.421
12:24AM,0,11.937,197.773
12:25AM,0,10.264,221.541
12:26AM,0,11.308,233.114
12:27AM,0,8.884,225.51
12:28AM,0,11.392,242.34
12:29AM,0,11.601,272.247
12:30AM,0,8.863,256.457
12:31AM,0,11.516,207.357
12:32AM,0,8.221,202.433
12:33AM,0,11.399,236.359
12:34AM,0,12.047,254.755
12:35AM,0,8.894,226.926
12:36AM,0,8.715,202.281
12:37AM,0,8.05,251.372
12:38AM,0,8.078,211.135
12:39AM,0,11.432,231.339
12:40AM,0,9.828,205.362
12:41AM,0,7.937,269.571
12:42AM,0,9.366,204.22
12:43AM,0,8.028,244.041
12:44AM,0,10.345,289.687
12:45AM,0,7.922,215.674
12:46AM,0,8.805,254.874
12:47AM,0,11.392,262.162
12:48AM,0,9.702,209.921
12:49AM,0,10.68,277.386
12:50AM,0,8.325,210.339
12:51AM,0,8.012,225.427
12:52AM,0,10.399,288.183
12:53AM,0,10.448,274.286
12:54AM,0,11.748,207.509
12:55AM,0,10.405,234.199
12:56AM,0,10.006,291.305
12:57AM,0,10.4,257.925
12:58AM,0,11.233,256.224
12:59AM,0,10.126,250.093
1:00AM,0,9.18,262.523
1:01AM,0,11.879,287.903
1:02AM,0,10.079,255.73
1:03AM,0,10.684,234.014
1:04AM,0,11.52,253.734
1:05AM,0,11.798,285.105
1:06AM,0,8.657,277.244
1:07AM,0,9.885,213.971
1:08AM,0,8.125,242.133
1:09AM,0,11.89,218.817
1:10AM,0,11.74,204.393
1:11AM,0,9.026,231.32
1:12AM,0,12.072,198.034
1:13AM,0,9.001,208.455
1:14AM,0,11.887,280.511
1:15AM,0,10.873,270.826
1:16AM,0,11.881,279.173
1:17AM,0,11.517,233.349
1:18AM,0,11.518,275.701
1:19AM,0,9.606,286.039
1:20AM,0,11.305,248.326
1:21AM,0,11.881,266.817
1:22AM,0,11.449,254.966
1:23AM,0,10.717,285.695
1:24AM,0,9.517,283.729
1:25AM,0,11.911,244.337
1:26AM,0,9.134,226.457
1:27AM,0,9.909,291.79
1:28AM,0,11.957,200.759
1:29AM,0,10.701,232.367
1:30AM,0,10.519,254.972
1:31AM,0,10.869,234.317
1:32AM,0,9.62,289.699
1:33AM,0,9.122,275.917
