TimeOfDay,Power_Generated,Temperature,Voltage
12:01AM,0,11.126,222.424
12:02AM,0,8.503,204.639
12:03AM,0,9.248,245.025
12:04AM,0,10.946,249.696
12:05AM,0,10.972,252.901
12:06AM,0,8.851,229.465
12:07AM,0,11.546,223.44
12:08AM,0,9.563,256.442
12:09AM,0,8.867,273.016
12:10AM,0,10.527,247.54
12:11AM,0,9.891,286.922
12:12AM,0,11.346,214.066
12:13AM,0,8.786,229.278
12:14AM,0,8.325,271.859
12:15AM,0,10.995,256.239
12:16AM,0,8.243,194.259
12:17AM,0,8.922,233.765
12:18AM,0,8.78,283.609
12:19AM,0,8.667,231.366
12:20AM,0,8.878,282.702
12:21AM,0,8.125,260.918
12:22AM,0,8.69,219.574
12:23AM,0,9.946,282.594
12:24AM,0,10.969,196.086
12:25AM,0,9.575,271.47
12:26AM,0,11.706,257.916
12:27AM,0,8.897,209.573
12:28AM,0,11.55,232.94
12:29AM,0,8.384,221.227
12:30AM,0,10.48,258.627
12:31AM,0,10.921,289.773
12:32AM,0,11.483,198.125
12:33AM,0,10.968,248.741
12:34AM,0,9.835,249.056
12:35AM,0,11.754,240.938
12:36AM,0,8.184,270.596
12:37AM,0,10.612,216.772
12:38AM,0,10.809,289.598
12:39AM,0,10.015,208.851
12:40AM,0,11.203,200.955
12:41AM,0,10.103,278.98
12:42AM,0,10.082,195.302
12:43AM,0,10.061,246.198
12:44AM,0,9.339,212.375
12:45AM,0,10.192,269.251
12:46AM,0,10.628,287.098
12:47AM,0,10.783,197.55
12:48AM,0,11.405,283.123
12:49AM,0,8.229,197.19
12:50AM,0,10.603,226.295
12:51AM,0,11.152,278.266
12:52AM,0,9.483,278.401
12:53AM,0,11.246,227.991
12:54AM,0,9.316,241.498
12:55AM,0,9.415,224.922
12:56AM,0,10.506,203.052
12:57AM,0,8.579,275.605
12:58AM,0,9.591,207.858
12:59AM,0,9.965,261.807
1:00AM,0,11.403,243.285
1:01AM,0,8.222,282.368
1:02AM,0,11.575,250.86
1:03AM,0,10.502,215.502
1:04AM,0,11.722,279.24
1:05AM,0,9.873,232.325
1:06AM,0,9.034,246.258
1:07AM,0,9.637,238.804
1:08AM,0,11.301,245.533
1:09AM,0,10.876,238.344
1:10AM,0,9.938,283.508
1:11AM,0,11.047,197.23
1:12AM,0,10.067,226.492
1:13AM,0,8.281,245.539
1:14AM,0,10.983,199.466
1:15AM,0,9.273,221.037
1:16AM,0,10.401,285.954
1:17AM,0,10.028,220.32
1:18AM,0,9.49,237.814
1:19AM,0,8.205,218.532
1:20AM,0,10.807,211.481
1:21AM,0,10.383,208.47
1:22AM,0,10.934,211.117
1:23AM,0,11.052,287.655
1:24AM,0,11.844,212.826
1:25AM,0,11.48,260.18
1:26AM,0,8.305,244.242
1:27AM,0,10.161,205.613
1:28AM,0,11.925,290.886
1:29AM,0,8.072,232.643
1:30AM,0,11.211,240.357
1:31AM,0,8.856,229.088
1:32AM,0,10.438,206.909
1:33AM,0,10.262,249.825
1:34AM,0,8.486,275.414
1:35AM,0,10.75,245.585
1:36AM,0,8.564,241.612
1:37AM,0,10.522,287.86
1:38AM,0,8.497,210.479
1:39AM,0,10.474,254.602
1:40AM,0,10.562,264.404
1:41AM,0,8.954,288.432
1:42AM,0,11.806,268.065
1:43AM,0,10.568,220.565
1:44AM,0,9.897,244.723
