TimeOfDay,Power_Consumed,Luminous_Efficacy
12:00AM,31.85,87.812
12:01AM,31.833,81.895
12:02AM,31.833,85.316
12:03AM,31.7,82.978
12:04AM,31.75,63.745
12:05AM,32.167,73.032
12:06AM,174.167,80.176
12:07AM,149.683,85.831
12:08AM,34.217,80.455
12:09AM,33.95,66.556
12:10AM,34.017,74.145
12:11AM,34.383,66.824
12:12AM,34.017,82.3
12:13AM,34.233,63.531
12:14AM,34.2,72.812
12:15AM,34.2,72.461
12:16AM,34.517,70.257
12:17AM,34.583,64.81
12:18AM,34.267,81.511
12:19AM,32.85,66.881
12:20AM,31.633,69.785
12:21AM,87.717,73.693
12:22AM,31.55,89.184
12:23AM,31.65,70.881
12:24AM,32.283,72.094
12:25AM,32,68.263
12:26AM,32.083,89.991
12:27AM,31.983,67.609
12:28AM,1574.333,70.727
12:29AM,58.583,67.905
12:30AM,59.783,75.809
12:31AM,59.967,80.273
12:32AM,60.783,84.67
12:33AM,61.083,72.876
12:34AM,61.05,89.871
12:35AM,60.4,81.908
12:36AM,58.733,73.378
12:37AM,58.417,71.271
12:38AM,58.617,81.286
12:39AM,58.833,69.533
12:40AM,59.083,81.539
12:41AM,59.433,79.118
12:42AM,57.45,88.737
12:43AM,54.267,89.713
12:44AM,50.083,77.397
12:45AM,48.3,85.01
12:46AM,41.067,71.118
12:47AM,39.683,66.489
12:48AM,38.617,62.437
12:49AM,37.883,82.796
12:50AM,37.383,84.192
12:51AM,36.733,89.922
12:52AM,36.783,87.873
12:53AM,37.883,68.264
12:54AM,350.983,63.955
12:55AM,38.933,66.747
12:56AM,39.333,75.631
12:57AM,39.433,62.3
12:58AM,38.233,86.518
12:59AM,38.633,68.241
1:00AM,38.2,64.375
1:01AM,38.267,81.426
1:02AM,38.267,76.136
1:03AM,38.133,74.725
1:04AM,38.55,61.322
1:05AM,38.233,76.936
1:06AM,38.15,64.297
1:07AM,35.983,89.866
1:08AM,35,69.183
1:09AM,33.6,70.209
1:10AM,139.533,79.931
1:11AM,346.267,75.62
1:12AM,348.367,79.406
1:13AM,35.467,75.951
1:14AM,31.317,68.442
1:15AM,343.767,87.642
1:16AM,402.3,84.697
1:17AM,5562.45,68.091
1:18AM,349.05,63.156
1:19AM,33.267,80.073
1:20AM,32.85,66.786
1:21AM,33,87.271
1:22AM,33.15,73.182
1:23AM,33.15,73.401
1:24AM,32.967,70.054
1:25AM,32.833,68.714
1:26AM,33.217,85.78
1:27AM,33.283,71.788
1:28AM,33.267,64.842
1:29AM,33.133,85.753
1:30AM,32.5,89.251
1:31AM,31.467,81.372
1:32AM,30.483,70.302
1:33AM,30.283,64.676
1:34AM,30.467,69.977
1:35AM,30.367,74.351
1:36AM,340.133,83.338
1:37AM,350.033,64.258
1:38AM,32.433,65.735
1:39AM,349.85,83.839
1:40AM,345.2,74.981
1:41AM,29.683,63.498
1:42AM,31.833,76.685
1:43AM,85.417,60.844
1:44AM,31.7,77.217
1:45AM,32.267,63.621
1:46AM,32.9,82.749
1:47AM,32.783,68.368
1:48AM,32.817,62.773
1:49AM,32.783,75.51
1:50AM,32.483,75.751
1:51AM,32.417,76.993
1:52AM,32.4,80.99
1:53AM,32,81.938
1:54AM,31.883,82.816
1:55AM,30.183,87.42
1:56AM,30.217,65.525
1:57AM,30.117,80.593
1:58AM,30.083,76.84
1:59AM,30.183,77.97
2:00AM,30.3,77.481
2:01AM,29.783,77.669
2:02AM,29.9,63.31
2:03AM,29.983,81.618
2:04AM,366.733,75.126
2:05AM,287.633,62.073
2:06AM,276.95,71.461
2:07AM,283.5,86.44
2:08AM,30.333,74.878
2:09AM,32.6,88.328
2:10AM,32.567,66.853
2:11AM,32.017,62.67
2:12AM,32.083,72.297
2:13AM,32.35,81.486
2:14AM,32.25,83.331
2:15AM,102.533,72.032
2:16AM,32.417,87.54
2:17AM,32.467,73.263
2:18AM,31.983,81.424
2:19AM,30.833,61.239
2:20AM,30.35,89.383
2:21AM,30.05,65.129
2:22AM,29.817,63.494
2:23AM,30.25,84.001
2:24AM,30.15,69.391
2:25AM,29.967,64.395
2:26AM,281.217,85.388
2:27AM,32.333,73.142
2:28AM,30.133,74.343
2:29AM,31,78.034
2:30AM,83.717,62.162
2:31AM,148.533,71.597
2:32AM,33.217,70.324
2:33AM,32.95,79.719
2:34AM,33.2,75.29
2:35AM,92.383,87.938
2:36AM,32.85,89.835
2:37AM,32.933,60.214
2:38AM,33.017,83.53
2:39AM,32.783,79.994
2:40AM,32.833,72.663
2:41AM,33.233,66.003
2:42AM,32.933,72.114
2:43AM,31.867,73.356
2:44AM,31.133,88.714
2:45AM,31.017,66.456
2:46AM,31.233,75.851
2:47AM,31.117,64.64
2:48AM,30.383,78.266
2:49AM,30.633,60.203
2:50AM,31.017,62.96
2:51AM,31.017,61.107
2:52AM,31.05,68.453
2:53AM,31.683,70.415
2:54AM,32.75,72.838
2:55AM,32.783,64.247
2:56AM,32.733,83.825
2:57AM,32.983,67.627
2:58AM,33.217,88.93
2:59AM,33.15,87.273
3:00AM,33.25,77.175
3:01AM,33.05,85.354
3:02AM,33.333,85.924
3:03AM,33.517,86.215
3:04AM,33.6,85.588
3:05AM,33.483,64.484
3:06AM,33.083,71.679
3:07AM,31.6,61.782
3:08AM,30.883,84.847
3:09AM,30.617,62.771
3:10AM,30.567,87.546
3:11AM,30.5,62.32
3:12AM,30.45,81.621
3:13AM,30.483,72.647
3:14AM,30.283,62.868
3:15AM,30.917,70.572
3:16AM,31.65,87.472
3:17AM,31.567,61.867
3:18AM,32.85,63.07
3:19AM,33.25,75.979
3:20AM,32.917,70.857
3:21AM,32.65,69.683
3:22AM,32.983,70.767
3:23AM,32.933,69.599
3:24AM,32.883,70.88
3:25AM,32.983,76.097
3:26AM,33.333,70.511
3:27AM,33.45,85.805
3:28AM,37.867,73.903
3:29AM,33.217,85.624
3:30AM,32.717,63.742
3:31AM,30.783,87.921
3:32AM,30.15,75.409
3:33AM,30.383,69.15
3:34AM,30.833,67.698
3:35AM,30.8,78.638
3:36AM,30.267,71.527
3:37AM,30.983,76.846
3:38AM,30.467,67.713
3:39AM,30.433,60.246
3:40AM,30.2,83.777
3:41AM,30.683,80.909
3:42AM,32.5,63.266
3:43AM,154.8,68.649
3:44AM,32.6,68.238
3:45AM,33.15,80.875
3:46AM,32.967,88.207
3:47AM,33.483,74.719
3:48AM,33.2,66.123
3:49AM,33.3,71.997
3:50AM,33.083,87.865
3:51AM,33.1,83.557
3:52AM,32.817,62.641
3:53AM,32.75,68.309
3:54AM,32.75,60.553
3:55AM,31.383,64.265
3:56AM,30.633,64.867
3:57AM,30.85,81.447
3:58AM,30.25,64.158
3:59AM,30.767,79.684
4:00AM,30.85,65.273
4:01AM,31.05,86.305
4:02AM,30.883,60.145
4:03AM,31.167,62.057
4:04AM,30.633,63.913
4:05AM,30.433,76.166
4:06AM,32.567,84.102
4:07AM,31.25,62.579
4:08AM,32.983,64.266
4:09AM,33.25,87.649
4:10AM,158.067,71.087
4:11AM,33.717,77.37
4:12AM,33.6,85.447
4:13AM,33.15,73.608
4:14AM,32.917,80.363
4:15AM,33.25,67.171
4:16AM,33.167,67.197
4:17AM,33.017,64.421
4:18AM,32.883,64.971
4:19AM,31.417,81.599
4:20AM,31.2,70.318
4:21AM,31.033,77.204
4:22AM,30.483,76.318
4:23AM,30.767,68.579
4:24AM,30.667,76.043
4:25AM,30.783,87.379
4:26AM,31.35,61.237
4:27AM,30.767,85.614
4:28AM,30.4,89.013
4:29AM,30.9,83.722
4:30AM,32.617,80.167
4:31AM,33.417,69.175
4:32AM,33.2,77.402
4:33AM,33.517,87.724
4:34AM,33.783,80.596
4:35AM,33.6,70.224
4:36AM,33.333,84.584
4:37AM,32.9,82.928
4:38AM,32.817,71.089
4:39AM,32.7,73.555
4:40AM,33.117,83.439
4:41AM,33.083,87.305
4:42AM,32.867,69.728
4:43AM,31.55,68.896
4:44AM,31.067,87.837
4:45AM,30.767,78.782
4:46AM,31.033,63.319
4:47AM,30.833,82.666
4:48AM,30.45,71.088
4:49AM,30.617,88.923
4:50AM,30.667,73.867
4:51AM,30.9,68.449
4:52AM,30.75,77.873
4:53AM,30.683,68.105
4:54AM,32.717,84.169
4:55AM,33.017,68.816
4:56AM,33.133,85.704
4:57AM,33,78.732
4:58AM,33.567,79.098
4:59AM,33.617,67.247
5:00AM,32.767,87.845
5:01AM,32.95,76.511
5:02AM,33.017,72.327
5:03AM,32.983,61.987
5:04AM,33.217,78.056
